"","ASB","BANC","BBVA","BBD","BCH","BLX","BSBR","BSAC","SAN","CIB","BXS","BAC","BOH","BMO","BK","BNS","BKU","BCS","BBT","BFR","CM","COF","C","CFG","CMA","CBU","CPF","BAP","CFR","DKT","DB","FNB","FBK","FCB","FBP","FCF","FHN","FBC","FSB","AVAL","BSMX","SUPV","HDB","HTH","HSBC","IBN","ING","ITUB","JPM","KB","KEY","LYG","MTB","BMA","MFCB","MSL","MFG","NBHC","OFG","PNC","PFS","RF","RY","RBS","SHG","STT","STL","SMFG","STI","SNV","TD","USB","UBS","VLY","WFC","WAL","WBK","WF","ZBK","CS","DSEEY","GS","JFBC","MCILX","MS","NMR","SCGLY","BNP.PA","AIG","BRK","AZSEY","G.MI","LFC","ALL","AFL","ZURVY","QNBK.QA","NTB","CUBI","GWB","TCF","DHY","1398.HK","0939.HK","3988.HK","3328.HK","GLE.PA","LLOY.L","^BKX","^BANK"
"2017-10-19",0.0176466457496579,0.00954827139215731,0.00677184418194086,0.00538993846077563,0.0039083573946732,0.00489020838162323,0.00492156296213143,0.00383293823676276,0.00676234597828912,0.00409306230677639,0.0183426489313837,0.0157061438881554,0.0245135054096287,0.00635235273846671,0.00721883837580617,0.00619193016906969,0.009939172511076,0.00627352057474351,0.0150524684591167,0.00383052249287902,0.0061963600294095,0.00613942096273746,0.0156481168928161,0.0142635403178354,0.0145273693063182,0.0254613171929773,0.0167345839981324,0.00367173986907131,0.0122814614892948,0.00361732604447249,0.00808415089930481,0.020322495809211,0.00461606604618856,0.0105714420792114,0.00467423962500679,0.0177906470114074,0.0154165027201398,0.0054549944962829,0.00668833928501999,0.00326141836441365,0.00375759258273983,0.00344752012386424,0.00517254536117282,0.0115066803883418,0.00534541416956938,0.00466542154705513,0.00749618590640348,0.00527372522475009,0.0182809853180229,0.00618164976458668,0.0165091459959799,0.00490690766765248,0.0118061205886258,0.00366878986811323,0.00309267369803635,0.00318615604529886,0.00437559884266494,0.0133981357966853,0.00459842015081884,0.020594984721582,0.0131717042275154,0.016154614352442,0.00723161268595721,0.00525272309124539,0.00604972964789904,0.00670011740638866,0.0159206605357834,0.00431016832700695,0.0216894465545976,0.0204824982719851,0.00587966279071176,0.014156798677607,0.00595573323781318,0.0228374424769469,0.0096918349379708,0.0195207771853388,0.00448028781185314,0.00479857566595261,0.00300723759849358,0.00728765654959748,0.00382068334429616,0.0090819938836144,0.00285451738431019,0.00595875197613587,0.011166208372163,0.00401985694112025,0.00583864900007232,0.00386742569258436,0.00553688515205667,0.00312012560665258,0.00532312694049478,0.0032451604184355,0.00436222676670734,0.00380604693552909,0.00492576112054742,0.00411323954257973,0.00303356306481614,0.00876874509139192,0.00928332290749966,0.0108159845106249,0.0129093027276941,0.00313100022135487,0.00480125033353246,0.00501459264638779,0.00488643876661062,0.00465933265023821,0.00417098362545797,0.00293254408482554,0.0362560422364981,0.0398444912263334
"2017-10-20",0.016665672993086,0.00917912917459078,0.00687389226888494,0.00559655036795827,0.00378237322368393,0.00463496962890653,0.00500800277144781,0.00384394281877936,0.00675173926551809,0.00392855770967585,0.0188289621948758,0.0162713721979798,0.0259407092044916,0.00649046258805996,0.00699178541987167,0.00613237145561358,0.0103733323731249,0.00642628060245743,0.0149990975574632,0.00375826348446165,0.00612551948337437,0.00622565654059762,0.0163817300017512,0.0138228439048753,0.0161055712043325,0.0237164802419165,0.0154846787291877,0.00359440489716118,0.0130936419002925,0.00359761744876316,0.0086838915951108,0.0193169880149186,0.00455531999606117,0.0122132960817674,0.00465831091085255,0.0156589817698676,0.015838517966209,0.00554601258989692,0.00635056160211654,0.00319062532756105,0.00355780246782819,0.00328682816497037,0.00524727516925639,0.0118324783642677,0.00562576086780575,0.00471309484882212,0.00780953307432464,0.00570129544525795,0.0188355300783234,0.00621424335826458,0.0176689636004042,0.00493877312829603,0.0117063340927483,0.00353552386273927,0.00302792168430705,0.00316356015955166,0.00419125462265294,0.0114229551257759,0.00448583018586942,0.021170528169866,0.0126729059623627,0.015961034552961,0.00733360743383117,0.00502299159589551,0.00613897611671264,0.00680561700968986,0.015980446946655,0.00421669092587278,0.0217776885277954,0.0209907211193053,0.00586489458818687,0.0139173344941047,0.00598319262855984,0.0225085463149954,0.00987241069844362,0.0226675991357492,0.00438945199783196,0.00461787468764497,0.003105029447179,0.00740852083547341,0.00394663489890952,0.00877927052988307,0.00305019294680935,0.00595097966177225,0.0107865002303207,0.00386517451880862,0.00569174313860426,0.00379000058822649,0.00553083187730375,0.00317289706120298,0.00548054446500032,0.00324900865060452,0.00438352059324025,0.00375398259946094,0.00467213954126287,0.00411714649646857,0.00306270637030151,0.00904841075445885,0.00764194500142821,0.01041380236743,0.0133376429454252,0.00314908828300969,0.00481306896616829,0.00498479147101528,0.00480089203168884,0.00470206694490381,0.00403939122632197,0.00287660565387285,0.0362353291820856,0.0386645520058848
"2017-10-23",0.0161592361099568,0.00940620529276911,0.00736035781708727,0.00577290524939006,0.00386513682626413,0.00470897892354586,0.00509501927164217,0.00385367697022013,0.00694251133181194,0.00415792538986672,0.018979309687646,0.015655558368361,0.0254350010859894,0.00640709917492481,0.00724551109044196,0.00595658582476878,0.0107447308777028,0.00626544421410308,0.0147573207681683,0.00372124770554413,0.0062196509534985,0.00588493125651763,0.0171902681360798,0.0131476876659726,0.0169636488689944,0.0219893612439616,0.0149628440869172,0.00362388174088848,0.0122096828935463,0.00348980137300339,0.00864833366942446,0.0180559284271071,0.00469147021526048,0.0123524417265622,0.00458362070807661,0.0149286056503001,0.0161081258886828,0.00553141556168308,0.00609501938109076,0.00334422839311187,0.00361844559820496,0.00353232593281242,0.00527036747513959,0.011777745813567,0.00588747294666805,0.00456503920693379,0.00803553774837802,0.00583926422586698,0.0192870610090896,0.00618612967144535,0.0165146535301857,0.00485116314601719,0.0115569577152917,0.00363204620530053,0.00306044817487794,0.00311046004127434,0.00419599274791332,0.0114735534709384,0.00452241899848024,0.0213598111432456,0.0120423689911994,0.0186588941421537,0.00702074238910941,0.00519026228907851,0.00605715522724246,0.00663647788816123,0.015903270418243,0.00427651771202531,0.021946576882758,0.0198334004820276,0.0061426055427962,0.0130817578246987,0.00625699638956952,0.0238231391619368,0.0102429006844272,0.0240671259375358,0.004682357912679,0.00471280850263454,0.00308347431817647,0.00713061060711671,0.003927138147348,0.00868594166668978,0.00295474140667961,0.00613604293545643,0.0103752056095447,0.00390106114028494,0.00572678318073805,0.00389429763349066,0.00524900248816132,0.00306862656284553,0.00532135400975381,0.00311946596017397,0.00439610988982573,0.00379138212809771,0.00475490400711888,0.00405812757242206,0.00299125207832533,0.00885996071698471,0.00818294421161863,0.011526057674025,0.0133443139614438,0.00305470307480823,0.00475978472155168,0.00503428390109211,0.00481332221210568,0.00475043545598706,0.00423610078797115,0.00285625560051671,0.0354931378750708,0.0391602154637836
"2017-10-24",0.0174359265187393,0.00971357327691904,0.00788174867678672,0.00586933710478512,0.00403195032726864,0.00492235910629316,0.0051092574450195,0.00377548587983137,0.00706575402076774,0.00396644356760204,0.0184496153407326,0.0156796353314346,0.0234306756672035,0.00628483937782365,0.00753148653693177,0.00618533362783191,0.0108189871790442,0.00622082404889679,0.0145961554803713,0.00377535985853211,0.0063131890233458,0.00632811971184831,0.0165470336935575,0.0118393054536406,0.0155737768197428,0.0224011183042896,0.0150436867485853,0.00376709716443845,0.0123827108801938,0.00365622718080079,0.00923259892150588,0.0184583888058759,0.00452120949211963,0.011898205509185,0.00458770384347771,0.0160180208486954,0.0156763582720839,0.00539809785354763,0.00599115313597372,0.00326433214293118,0.00373409792925733,0.00347543185903041,0.00532408022949271,0.0117072640755756,0.00611254316612459,0.00457464608590809,0.00836166809940148,0.00581659467559107,0.0180156461457692,0.00603157690777968,0.0155352627104654,0.00483993051148587,0.0116868022349042,0.00375817747327187,0.00320864347022872,0.00317816745872898,0.00428016919577273,0.0117108191145103,0.00457539143522387,0.0218533595354797,0.012760379716283,0.0179357810010511,0.00716569079341523,0.00525114918676479,0.00620202941742107,0.00656237738361013,0.017591690543345,0.00432456951184213,0.0209988687325817,0.0208102117413174,0.0058783196359259,0.0132435545962515,0.00619474630184135,0.0226602937897519,0.00974670967498856,0.0238873524613233,0.00457614608275207,0.00482167027255854,0.00308540826973546,0.00789833591254745,0.00386353576580542,0.008931049922996,0.00292534644193295,0.00617229238683749,0.010692508158885,0.00384756637408962,0.0060885427187646,0.00382894099379167,0.00568222204087229,0.00321366772158715,0.00546773420141455,0.00316235994835962,0.00441489364784073,0.0037041976832476,0.00478631667218819,0.00413207412064896,0.00308187584951055,0.00878853940772363,0.00897178314367601,0.011080892103464,0.0127127336559205,0.0031678187707935,0.00493713304826554,0.00503434845141297,0.00495467914546055,0.00459820320535914,0.00420082537984533,0.00291968545846557,0.0345521626127528,0.0390674314501245
"2017-10-25",0.0162510468386526,0.00958042164957817,0.00757489114410632,0.00623485975100485,0.00411528714002648,0.00473575932146082,0.00520087240065235,0.00383501267537743,0.00717520276398912,0.00414966556905934,0.0185139885890029,0.0164068081741463,0.0228979726651165,0.0065787985766471,0.00732210109823395,0.00638300060576669,0.0110503573168952,0.00652808552742332,0.0140566433662798,0.00384215289114217,0.00610481654467195,0.00603648264154861,0.0166958147255251,0.0122687344047094,0.015863069607156,0.0210332689838414,0.0154324087151918,0.00368712468944724,0.0131254714218654,0.00352780117321381,0.00896604649050268,0.0191433214655835,0.00434918703076407,0.0118267502955798,0.00493303814566059,0.0160779452193405,0.0165597955873955,0.00550576126817218,0.0060192247610913,0.00325634186363253,0.00385867872683295,0.00350686551349685,0.00491351817783357,0.0114317322740315,0.00586492364181295,0.00447859745962789,0.00791975367565623,0.00584515810219718,0.0193534885241702,0.00622339402571834,0.0164208601242462,0.00493645893087135,0.012360498060912,0.00371262954543852,0.00317061866440112,0.00338209356155732,0.00439555455825465,0.0110931958184801,0.00485435768411766,0.0214596613267024,0.0123460391754008,0.0174887307658011,0.00716696641632547,0.00534600797880425,0.00599076127256353,0.00694320320475132,0.0158730811895669,0.00429764395611956,0.0214455726952714,0.0198557522783313,0.00619769738732717,0.012552828018282,0.00609774368824504,0.02257839851195,0.0106811697711336,0.0227325009496346,0.00483861614581435,0.00468082264017287,0.00340726628843587,0.00794822853928365,0.00393910645707556,0.00888280554601148,0.0030646161786089,0.00609799399522993,0.0115008215576243,0.00371916413115473,0.00578692026816916,0.00385509476530838,0.00560278807494241,0.00313337429825984,0.00566580699487156,0.00325503436324989,0.00440846848870979,0.00372452072256773,0.00486477830933705,0.00412912803581401,0.00305480868641633,0.00848997229414997,0.00874478284877584,0.0115559437091422,0.0129991664446105,0.0031114432530273,0.00484782690397252,0.00506484906303894,0.00501939450100993,0.00473965118248065,0.00416809814590297,0.0029715203333172,0.0346558543390326,0.0384498637391599
"2017-10-26",0.0166805012236365,0.00977649664905763,0.0071417944294003,0.0060994893400426,0.00397635275545125,0.0046518885671073,0.00554452646828653,0.00384202861356549,0.0071281472040404,0.00405424960441499,0.0190921231507352,0.015968802855071,0.0230840300692962,0.00656988252665083,0.00745931972724203,0.00622115228499037,0.0110223254630741,0.00645419825969935,0.0131652601080878,0.00390859117452378,0.00605671458004311,0.00616957494669316,0.0162831569869268,0.0127002526797586,0.0163152350525457,0.0202542970785944,0.015021693421034,0.00369171646129635,0.0129688240076088,0.00352812691091843,0.0090183519225939,0.0187184805135294,0.00461704862423791,0.0117056797188756,0.00492039349559551,0.0150852763778959,0.0156877806802095,0.00538624621211894,0.00645829570352055,0.00332517069415581,0.00417126022461602,0.00355448593459524,0.00501917192597838,0.0117688739074748,0.00579890334871711,0.00456983068318593,0.00808573289125972,0.00611756795275831,0.0186548943413653,0.00639965549460639,0.0166634958383823,0.00473342661228704,0.0117897893306164,0.00375974277059464,0.0031612387504827,0.00340439945376254,0.00429671726623935,0.0117324649937716,0.00454952008429749,0.0197108399481672,0.0121731973186029,0.0168576696372215,0.00734884928209724,0.00535742360532267,0.00643877839271493,0.00693064868819688,0.0170227338270313,0.00446936612390891,0.0217490844512827,0.021433781762144,0.0061130166551092,0.0130701631910744,0.00633876700806553,0.0222806558178565,0.01064017977019,0.0213643531410926,0.00460538064979953,0.00467913957049159,0.00338008770525029,0.00787467073882328,0.00406307833844647,0.00891085328970159,0.00309607022562976,0.00631605298125491,0.011303612202827,0.0040880023383462,0.00619748050454555,0.00413221568871343,0.00528521071044852,0.00312334030338512,0.00539605325405755,0.00322322525568824,0.0043962912695132,0.00382044074135518,0.00538008660021394,0.00436270635994021,0.00304446289097576,0.00958852120793236,0.00815488314263291,0.011323117832232,0.0137657643922827,0.00323279482321873,0.00497186938644465,0.00502439181462354,0.00490352139492558,0.00471205223347018,0.00430152767883211,0.00295415758039134,0.0343547776657216,0.038750002260289
"2017-10-27",0.0166565065703414,0.00951715961242393,0.00721023853118021,0.00612249073048792,0.00425333188365176,0.00476560760681043,0.00577946899539675,0.00387518435653259,0.00714584780882886,0.00412512530236412,0.0189213815435052,0.0161466430409053,0.0239583952277448,0.00622581053544267,0.00764020535278812,0.00633414641193596,0.0108218002113209,0.00621228353391344,0.0141324247269303,0.00408661328381948,0.00621787675853913,0.00638407428854951,0.0164891628873731,0.0123272721569887,0.0163787767138849,0.0213857149959643,0.0142779373506564,0.00367299523861559,0.013326250250307,0.00357620914580043,0.00883814548231279,0.0181888115857194,0.00442463565619039,0.0115491532092632,0.00494851000723457,0.0151579322141783,0.0158544864203201,0.00545568204084472,0.00659617817867173,0.00334472948522776,0.00417443746342844,0.00346146329151432,0.00512390802775308,0.0108408855513625,0.00610445778164807,0.00469395912417923,0.00844894545072146,0.00606420119672011,0.018768014300033,0.00626316316800493,0.0156486277308008,0.00475998309840066,0.0120845489962742,0.00390694218138313,0.00317472152905731,0.00339499691090317,0.00435984765542487,0.01122314912154,0.00478272683893133,0.0200634355109329,0.0109212405694212,0.0170217212458118,0.00716733260528139,0.00519251367593634,0.00626986844844662,0.00672698596599265,0.0160594627097069,0.00469009118425924,0.0207673253782642,0.0206008218672683,0.00600733875028033,0.0133176015446885,0.00643783467819352,0.0225785225596112,0.0106831049431132,0.0201531094950129,0.0046889908286149,0.00484506796640065,0.00344116212261736,0.00766439553271285,0.00407380134903291,0.00938401868562655,0.00307327381503198,0.00634057299932291,0.0110035338963372,0.00407210072808693,0.00602701752555686,0.00412602527739477,0.00557323418505833,0.00318054989468269,0.00564066409747262,0.00320672090152264,0.00469957464274087,0.0039352050884931,0.00545902872843292,0.00455793888800966,0.00311216518900021,0.0100649388340293,0.00827112494172072,0.0111717274975631,0.0133893777216691,0.00318711755952873,0.00507120097037391,0.00534319401017206,0.00505404200873223,0.00471657011334392,0.00412783837466057,0.00305153134670937,0.0349852842083484,0.0391985201877318
"2017-10-30",0.0175574547278714,0.00908250637102644,0.00753414248497449,0.00627806128993314,0.00417700019901849,0.00473965136461206,0.00575552038092259,0.00400813838823807,0.00708629438275321,0.00406466870799395,0.0190593251885844,0.0166753511213886,0.0228708714852788,0.00637650052271669,0.00775618087524679,0.00636527264521451,0.0108163145940497,0.00643592514633634,0.0114888701743765,0.00408777633641479,0.00626767759655609,0.00624052385514701,0.0149333988713937,0.0121272452850754,0.016211066583039,0.0198307466919115,0.0148915351005191,0.00389162803770918,0.0133887898985289,0.00368882964928783,0.00904445107013306,0.0182086215644734,0.00457093235487469,0.0116585629150215,0.0052158577873619,0.014900813509207,0.0155791505635875,0.00578164446932858,0.00754959815065722,0.00344387082585436,0.00429839105366807,0.00358591322455224,0.00512924036931289,0.0111084604491871,0.00636943325030825,0.00463654728751552,0.0085589556727616,0.00624388292617279,0.0192210415116296,0.00619429968031541,0.0158426750454526,0.004752280138323,0.0114756643978237,0.00396526188005655,0.00316199135789034,0.00371767151404201,0.00432610726386263,0.0110975679495134,0.00501442847632601,0.0214914959447956,0.0120640956497847,0.0160254326087728,0.00718938399237059,0.00515566180469362,0.00663501365033296,0.00643989472000666,0.0163389171655439,0.00460169866979825,0.0205167730605636,0.0210739127943875,0.00619980741911478,0.0128918504094261,0.00698443287350551,0.0231911420255033,0.0104101135894551,0.0206369438926712,0.00467415222876412,0.00487784801144208,0.00361435453797027,0.00803385055115147,0.00411710219582718,0.00874360263043771,0.00304726585728453,0.00611561878499745,0.0112162216113573,0.00420625243632882,0.00591144414311168,0.00433342876434206,0.00542324022420963,0.00318826118525237,0.00574638144856764,0.00343457765667262,0.00472549118543566,0.00382135193769206,0.00549612102758836,0.00463718731042075,0.00329504435891229,0.0105588626832473,0.00838753306715781,0.0118760023950745,0.0115115896011142,0.00330878614063022,0.00508948407724586,0.00542038805268074,0.00532721049415518,0.004904411147499,0.00428552575924493,0.00292924979317966,0.033685675091568,0.0378693287233788
"2017-10-31",0.0167804122018065,0.00942784233292097,0.00773520981672819,0.00626399464126545,0.00417684969309341,0.00492355605637272,0.00585857584116602,0.00404070373843852,0.00756164976914407,0.00437803358279449,0.0180955264383624,0.0159534344278606,0.0220468654990851,0.00679767182217523,0.00805452470062993,0.00669195485064042,0.0107349415009094,0.00669601851241007,0.011646933824144,0.00405908795950082,0.00652160522698036,0.00643202916892742,0.0147891345708593,0.0129990417241431,0.0165773831995877,0.019094077814496,0.0144425816108692,0.003966948765474,0.0135488483423841,0.00394207639088549,0.00946795893481718,0.0171460812429938,0.00450428555211795,0.0104441819501949,0.00527239223444225,0.0153206437419222,0.0146720262204254,0.00575323210169636,0.00736666580957196,0.00374885298223039,0.0045239888436698,0.00363770993187363,0.00525739626037913,0.01046033647316,0.0071121678922261,0.00469591337319458,0.00866710764019536,0.00615193865357178,0.0186684094925928,0.00656662864170956,0.0156647914971281,0.00529077051284229,0.0110121613822451,0.00398099375366521,0.00327365707951913,0.00391555272573258,0.0045229130061423,0.0108648560627314,0.0051375948516091,0.0206520288655567,0.0117637671651213,0.0164286409958261,0.00752941976928643,0.00556252390761279,0.00670147845582589,0.00668043625091536,0.0163731511862369,0.00494204480091432,0.0201097073108316,0.0196701695313207,0.0060164442777172,0.0125877256454118,0.0072433000887328,0.0236247338355663,0.00997626699924913,0.0202854655477146,0.0049796438637875,0.00509679837309511,0.0037469204054523,0.00841657006975193,0.00421592780571065,0.00851960728159444,0.00318244149340764,0.00662451786721444,0.0110833480587965,0.00436444434681281,0.00642782038989738,0.0043543339222603,0.00573598224011861,0.00339623087566937,0.00573133309260232,0.00348887236896468,0.00498691765830325,0.00395827239247419,0.00554515530038943,0.00486333480941943,0.00322251978063027,0.0105417189948987,0.00808801682282043,0.0119067675264699,0.0107517091512594,0.00330783151123885,0.00540395025362135,0.00562772190619436,0.00549500441704661,0.00525733660181561,0.00442342070228022,0.00314500158422004,0.0333153637786232,0.0373091368506638
"2017-11-01",0.0165499848534326,0.00907775857740895,0.00752339236830408,0.00605555401286989,0.00426262661665548,0.00478327638381372,0.00573851018233245,0.00415390153790728,0.00739046045491936,0.00425758694943332,0.0166183797367826,0.0162924073940194,0.0223439124500503,0.00653455757040809,0.00799516708929439,0.00664868598019109,0.010061756187435,0.00648439231110755,0.0116653382281961,0.00409517736619747,0.00650070870668129,0.00676905720568671,0.0144560743698429,0.0135117558632877,0.0167980649804487,0.0185412122481106,0.0155596466596938,0.00386229494395508,0.0130174178908132,0.00392742404265534,0.00905022925910766,0.0176889938518977,0.00453434866401352,0.0107798731972107,0.00539777745450303,0.0153656113286899,0.0145374841444085,0.00595989968179461,0.00741569195170421,0.00372570692566308,0.00468668601611941,0.00370717738657685,0.00529127454060126,0.0115087442652095,0.00698951662369037,0.00478502582902633,0.00891232170388622,0.00611264405863564,0.0189864849163226,0.00678498855881707,0.0158386828795786,0.00528140696589057,0.0113545377141601,0.00406940301535958,0.00328245155580448,0.0039280488271041,0.00468569293200098,0.0112845695011972,0.00484060567055083,0.0205512619643637,0.0117566559726366,0.0168790918450659,0.00757417323581041,0.00561757832652083,0.0069841113309044,0.00657344896574876,0.0154960269565562,0.00503755649759378,0.0210715008662651,0.0212978370664425,0.00613141302791253,0.0120362436511715,0.00727885876542404,0.0229880764466413,0.0100894516132213,0.0199200626979129,0.00512368190173168,0.00519556178699739,0.00372967699699102,0.00770362549985212,0.004082034273684,0.00827494384769233,0.00312880859549803,0.00661877561183249,0.0115350810099056,0.00443871531221173,0.00631990251709716,0.00440160350976854,0.00565357834318148,0.00333377809804194,0.00605230517262788,0.00352281458609202,0.00475501127154888,0.00394943437723662,0.00561807439770421,0.00488882117432233,0.00330905912166074,0.0110428901197527,0.00758326621986207,0.0119907683425909,0.0106390504424987,0.00340449872195559,0.00531318790214787,0.00556060629849581,0.0055392833168262,0.00531542611466632,0.00450172207592797,0.00312713142203663,0.0329493878674026,0.0358517819385076
